ФИО,Телефон,Адрес,Дата рождения,Любимое вино
User_1000,+79009128622,"Мурманск, пр. Мира, 50, кв. 22",1984-07-29,Wine_689
User_787,+79992811580,"Самара, ул. Стара-Загора, 92, кв. 13",1997-04-19,Wine_232
User_386,+79823566998,"Новосибирск, ул. Сибирская, 78, кв. 21",1977-07-11,Wine_213
User_1357,+79308735715,"Набережные Челны, пр. Химиков, 9, кв. 3",1992-12-08,Wine_716
User_1370,+79067576797,"Иваново, ул. Пушкина, 76, кв. 19",1991-01-29,Wine_511
User_780,+79432364252,"Оренбург, ул. Карла Маркса, 84, кв. 16",1983-11-19,Wine_54
User_903,+79282608186,"Уфа, ул. Ленина, 27, кв. 13",1994-07-04,Wine_858
User_1376,+79520814486,"Кострома, ул. Красной Армии, 72, кв. 14",1988-11-27,Wine_634
User_1265,+79038651522,"Челябинск, ул. Таганская, 41, кв. 4",1992-08-31,Wine_687
User_281,+79415000936,"Казань, ул. Баумана, 19, кв. 12",1992-08-31,Wine_414
User_1299,+79192092128,"Новосибирск, ул. Дзержинского, 80, кв. 15",1979-11-16,Wine_827
User_707,+79960487612,"Барнаул, ул. Советская, 65, кв. 32",1980-12-29,Wine_824
User_1002,+79742823062,"Пенза, ул. Тихонова, 24, кв. 8",2001-12-25,Wine_155
User_175,+79826216133,"Хабаровск, пр. Ленинский, 58, кв. 30",1980-03-23,Wine_77
User_1020,+79916023789,"Пермь, ул. Куйбышева, 98, кв. 10",1986-08-16,Wine_303
User_564,+79658289475,"Челябинск, ул. Кирова, 10, кв. 7",1992-12-08,Wine_754
User_931,+79899433332,"Омск, ул. Челюскинцев, 89, кв. 8",1985-09-02,Wine_256
User_509,+79670704791,"Новороссийск, ул. Курортная, 51, кв. 15",1988-11-27,Wine_331
User_732,+79273275911,"Оренбург, ул. Карла Маркса, 84, кв. 16",1986-08-16,Wine_246
User_832,+79642720497,"Москва, ул. Арбат, 64, кв. 22",1999-08-12,Wine_765
User_807,+79915965457,"Тверь, ул. Ленина, 67, кв. 17",1997-01-09,Wine_563
User_1168,+79287219573,"Липецк, ул. Звездная, 88, кв. 4",1993-09-14,Wine_427
User_133,+79947744680,"Новосибирск, ул. Сибирская, 78, кв. 21",1980-12-29,Wine_866
User_1435,+79097432738,"Курск, пр. Октябрьский, 57, кв. 13",1999-06-06,Wine_502
User_157,+79358697114,"Набережные Челны, пр. Химиков, 10, кв. 12",1997-04-17,Wine_799
User_756,+79606386602,"Псков, ул. Советская, 34, кв. 7",1981-11-03,Wine_211
User_435,+79314876175,"Краснодар, ул. Красная, 51, кв. 5",1997-04-22,Wine_682
User_1121,+79446399915,"Пенза, пр. Победы, 90, кв. 12",1991-01-29,Wine_338
User_673,+79194532491,"Сочи, ул. Красная, 59, кв. 21",1980-12-29,Wine_737
User_586,+79536721637,"Москва, ул. Арбат, 64, кв. 22",1987-02-02,Wine_901
User_387,+79907055868,"Махачкала, ул. Гагарина, 24, кв. 5",1979-11-16,Wine_81
User_957,+79314590707,"Брянск, пр. Славы, 67, кв. 6",1997-04-22,Wine_688
User_877,+79292780501,"Сыктывкар, ул. Ленина, 62, кв. 21",2002-03-10,Wine_795
User_337,+79212996799,"Архангельск, ул. Пушкина, 88, кв. 13",1990-08-04,Wine_578
User_784,+79009591422,"Чита, пр. Октябрьский, 81, кв. 14",1999-05-11,Wine_145
User_755,+79837152495,"Пенза, ул. Тихонова, 24, кв. 8",1995-07-18,Wine_218
User_842,+79738281883,"Ижевск, ул. Азина, 42, кв. 9",1993-04-10,Wine_990
User_930,+79460208062,"Челябинск, ул. Таганская, 41, кв. 4",1988-07-25,Wine_761
User_720,+79895205836,"Красноярск, ул. Мира, 15, кв. 3",1997-02-10,Wine_997
User_255,+79134785941,"Рязань, ул. Дзержинского, 26, кв. 5",1973-12-11,Wine_687
User_188,+79910136332,"Новосибирск, ул. Дзержинского, 80, кв. 15",1986-11-21,Wine_218
User_683,+79531314206,"Калуга, ул. Московская, 87, кв. 16",1992-12-08,Wine_488
User_1004,+79315970443,"Липецк, ул. Звездная, 88, кв. 4",1999-06-06,Wine_386
User_465,+79776195756,"Сочи, ул. Красная, 59, кв. 21",2002-03-10,Wine_27
User_636,+79968008263,"Ижевск, ул. Азина, 42, кв. 9",1985-09-02,Wine_81
User_945,+79236594332,"Каменск-Уральский, ул. Гагарина, 44, кв. 18",1994-05-25,Wine_683
User_875,+79091151980,"Москва, ул. Тверская, 12, кв. 34",1996-08-28,Wine_570
User_1031,+79804320870,"Ставрополь, ул. Ленина, 39, кв. 22",1987-02-02,Wine_514
User_1079,+79476585195,"Астрахань, ул. Советская, 75, кв. 9",1993-09-14,Wine_93
User_139,+79408731664,"Липецк, ул. Звездная, 88, кв. 4",2003-02-04,Wine_171
User_723,+79127886322,"Казань, пр. Победы, 17, кв. 6",1990-06-29,Wine_438
User_793,+79831159444,"Казань, пр. Победы, 17, кв. 6",1990-10-22,Wine_235
User_1146,+79505468410,"Вологда, ул. Победы, 62, кв. 11",1980-03-23,Wine_804
User_795,+79119291332,"Калининград, ул. Ломоносова, 53, кв. 25",,Wine_198
User_1260,+79179770615,"Саратов, ул. Чернышевского, 54, кв. 16",1983-03-01,Wine_35
User_1279,+79702022565,"Тверь, ул. Пролетарская, 57, кв. 8",1976-02-02,Wine_608
User_1250,+79414983259,"Красноярск, ул. Мира, 15, кв. 3",2002-03-10,Wine_922
User_854,+79965978533,"Брянск, пр. Славы, 67, кв. 6",2002-03-10,Wine_866
User_92,+79032812712,"Курск, ул. Ленина, 43, кв. 28",1980-03-23,Wine_489
User_146,+79960643066,"Рязань, ул. Дзержинского, 26, кв. 5",1994-07-04,Wine_735
User_1344,+79243447073,"Омск, ул. Лермонтова, 32, кв. 41",1994-05-20,Wine_417
User_1307,+79593676973,"Псков, ул. Советская, 34, кв. 7",1984-09-05,Wine_894
User_1429,+79387216213,"Тверь, ул. Ленина, 67, кв. 17",1996-08-28,Wine_62
User_161,+79361238552,"Оренбург, ул. Карла Маркса, 84, кв. 16",1981-03-21,Wine_686
User_671,+79584050400,"Тюмень, ул. Республики, 29, кв. 25",1992-08-31,Wine_768
User_368,+79410870578,"Набережные Челны, пр. Химиков, 9, кв. 3",1991-03-08,Wine_560
User_1443,+79622677662,"Сочи, ул. Пушкина, 76, кв. 12",1996-08-28,Wine_637
User_248,+79444984152,"Череповец, ул. Ленина, 82, кв. 14",1990-08-04,Wine_881
User_95,+79426810060,"Омск, ул. Лермонтова, 32, кв. 41",1986-11-21,Wine_799
User_1273,+79335007824,"Санкт-Петербург, пр. Невский, 45, кв. 19",1983-03-01,Wine_323
User_1476,+79293286054,"Самара, ул. Стара-Загора, 92, кв. 13",1986-06-12,Wine_331
User_1336,+79292513918,"Иваново, ул. Пушкина, 76, кв. 19",1974-07-24,Wine_889
User_496,+79106664315,"Рязань, ул. Дзержинского, 26, кв. 5",1999-06-06,Wine_980
User_577,+79476133679,"Новосибирск, ул. Красный Проспект, 41, кв. 9",1998-12-13,Wine_627
User_772,+79171748743,"Архангельск, ул. Северная, 11, кв. 19",1999-02-13,Wine_9
User_771,+79582047459,"Ульяновск, пр. Ленинский, 13, кв. 7",1998-12-13,Wine_643
User_1034,+79528468034,"Тверь, ул. Пролетарская, 57, кв. 8",1991-07-15,Wine_517
User_1468,+79001560649,"Саратов, ул. Чернышевского, 54, кв. 16",2000-05-21,Wine_264
User_436,+79370282489,"Курган, ул. Пушкина, 49, кв. 18",1993-09-14,Wine_89
User_691,+79927278143,"Хабаровск, пр. Ленинский, 58, кв. 30",1984-09-05,Wine_316
User_1105,+79781423995,"Екатеринбург, ул. Ленина, 23, кв. 5",2003-06-09,Wine_459
User_972,+79654972931,"Пермь, ул. Куйбышева, 98, кв. 10",1997-04-17,Wine_649
User_1119,+79352380668,"Белгород, пр. Бульварный, 12, кв. 8",,Wine_784
User_412,+79952426580,"Махачкала, ул. Гагарина, 24, кв. 5",2002-03-10,Wine_680
User_286,+79872016685,"Иваново, ул. Пушкина, 76, кв. 19",1996-08-28,Wine_363
User_500,+79454365706,"Брянск, ул. Кольцевая, 33, кв. 11",2000-05-21,Wine_520
User_201,+79747101005,"Уфа, ул. Ленина, 27, кв. 13",1985-09-02,Wine_906
User_802,+79452596801,"Ярославль, ул. Волковская, 35, кв. 20",1994-05-25,Wine_649
User_242,+79714775405,"Красноярск, ул. Мира, 15, кв. 3",1997-04-17,Wine_90
User_1175,+79899333248,"Омск, ул. Лермонтова, 32, кв. 41",1984-06-13,Wine_684
User_532,+79813525965,"Пермь, ул. Куйбышева, 98, кв. 10",1999-08-12,Wine_545
User_260,+79112384701,"Кемерово, ул. Красная, 93, кв. 32",1991-03-08,Wine_335
User_788,+79684040376,"Махачкала, ул. Гагарина, 24, кв. 5",1980-12-29,Wine_147
User_506,+79891886174,"Пенза, пр. Победы, 90, кв. 12",1997-01-09,Wine_147
User_611,+79593581790,"Казань, пр. Победы, 17, кв. 6",1999-02-13,Wine_412
User_1450,+79444571952,"Тюмень, ул. Республики, 29, кв. 25",1980-03-23,Wine_668
User_423,+79353645801,"Саранск, ул. Советская, 46, кв. 9",2003-09-30,Wine_893
User_417,+79587723243,"Кострома, ул. Московская, 60, кв. 18",1981-03-21,Wine_644
User_1133,+79693335258,"Ульяновск, пр. Ленинский, 13, кв. 7",1993-11-30,Wine_374
User_1366,+79307139340,"Казань, ул. Баумана, 56, кв. 12",1983-03-01,Wine_383
User_428,+79580710724,"Пенза, ул. Тихонова, 24, кв. 8",1981-11-03,Wine_559
User_1145,+79375302600,"Челябинск, ул. Таганская, 41, кв. 4",1984-06-13,Wine_803
Ирина Дмитриевна Граппова,+79231238543,"Тольятти, ул. Ворошилова, 29, кв. 13",1990-10-29,Wine_165
User_653,+79755159898,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",,Wine_180
User_1367,+79342875030,"Челябинск, ул. Кирова, 10, кв. 7",1981-11-03,Wine_275
User_935,+79820926294,"Самара, ул. Стара-Загора, 92, кв. 13",1999-06-06,Wine_218
User_736,+79464324114,"Мурманск, пр. Ленина, 52, кв. 5",1982-03-12,Wine_625
User_137,+79215652590,"Самара, ул. Стара-Загора, 92, кв. 13",1979-11-16,Wine_936
User_850,+79671415458,"Воронеж, ул. Свердлова, 59, кв. 3",1998-12-07,Wine_357
User_663,+79486219325,"Сыктывкар, ул. Ленина, 62, кв. 21",1974-07-24,Wine_232
User_967,+79785332673,"Ярославль, ул. Волковская, 35, кв. 20",1984-09-05,Wine_906
User_1084,+79791320536,"Кемерово, ул. Красная, 93, кв. 32",1973-12-11,Wine_692
User_493,+79186841588,"Рязань, ул. Дзержинского, 26, кв. 5",1982-03-12,Wine_719
User_1324,+79909178558,"Смоленск, ул. Романова, 25, кв. 19",2002-11-25,Wine_680
User_633,+79816716789,"Ижевск, ул. Азина, 42, кв. 9",1992-03-20,Wine_486
User_1112,+79359826902,"Смоленск, ул. Романова, 25, кв. 19",1994-09-19,Wine_407
User_318,+79217579232,"Саратов, ул. Гагарина, 92, кв. 22",1995-07-10,Wine_340
User_1389,+79491523551,"Казань, ул. Баумана, 56, кв. 12",1994-09-19,Wine_271
User_875,+79091151980,"Москва, ул. Тверская, 12, кв. 34",1996-08-28,Wine_570
User_782,+79110080147,"Кострома, ул. Московская, 60, кв. 18",1998-01-03,Wine_811
User_768,+79575305126,"Владимир, ул. Дзержинского, 77, кв. 15",2002-03-10,Wine_637
User_649,+79707696044,"Брянск, ул. Толстого, 21, кв. 14",1981-11-06,Wine_217
User_409,+79581486374,"Красноярск, ул. Мира, 15, кв. 3",1995-07-10,Wine_120
User_286,+79872016685,"Иваново, ул. Пушкина, 76, кв. 19",1996-08-28,Wine_209
User_693,+79954445065,"Белгород, пр. Бульварный, 12, кв. 8",1997-04-19,Wine_629
User_808,+79288948415,"Волгоград, ул. Красноармейская, 81, кв. 6",2001-12-25,Wine_102
User_731,+79862942386,"Сыктывкар, ул. Ленина, 62, кв. 21",1997-01-09,Wine_439
User_1427,+79012521524,"Архангельск, ул. Пушкина, 88, кв. 13",1999-06-06,Wine_234
User_250,+79057108386,"Псков, ул. Советская, 34, кв. 7",1988-07-25,Wine_757
User_392,+79800912995,"Новосибирск, ул. Красный Проспект, 41, кв. 9",1991-01-29,Wine_950
User_138,+79319848708,"Челябинск, ул. Малышева, 36, кв. 9",2002-11-25,Wine_254
User_1480,+79652039713,"Тольятти, ул. Ворошилова, 29, кв. 13",1994-09-19,Wine_21
User_1234,+79768775230,"Тверь, ул. Ленина, 67, кв. 17",2003-06-09,Wine_902
User_579,+79209582690,"Пенза, пр. Победы, 90, кв. 12",1981-03-21,Wine_99
User_1118,+79596094441,"Пенза, ул. Тихонова, 24, кв. 8",1999-08-12,Wine_674
User_461,+79856216703,"Кострома, ул. Московская, 60, кв. 18",1986-08-16,Wine_510
User_1121,+79446399915,"Пенза, пр. Победы, 90, кв. 12",1991-01-29,Wine_407
Евгений Артемович Розелла,+79497449554,"Новосибирск, ул. Дзержинского, 80, кв. 15",1994-07-04,Wine_864
User_611,+79593581790,"Казань, пр. Победы, 17, кв. 6",1999-02-13,Wine_354
User_547,+79811764795,"Пенза, ул. Ульянова, 17, кв. 21",1995-07-18,Wine_482
User_761,+79833754194,"Смоленск, ул. Романова, 25, кв. 19",2002-03-10,Wine_789
User_1175,+79899333248,"Омск, ул. Лермонтова, 32, кв. 41",1984-06-13,Wine_437
User_875,+79091151980,"Москва, ул. Тверская, 12, кв. 34",1996-08-28,Wine_170
User_791,+79428229948,"Кемерово, ул. Красная, 93, кв. 32",1984-06-13,Wine_621
User_1482,+79430927309,"Белгород, пр. Бульварный, 12, кв. 8",1977-07-11,Wine_740
User_1170,+79382893507,"Вологда, ул. Победы, 62, кв. 11",1993-11-30,Wine_863
User_220,+79537702647,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",2003-02-04,Wine_612
Петр Игоревич Шампанье,+79881392860,"Ставрополь, ул. Лермонтова, 34, кв. 18",1986-06-12,Wine_888
User_1141,+79571368509,"Тверь, ул. Ленина, 67, кв. 17",1987-11-06,Wine_633
User_458,+79858745939,"Омск, ул. Лермонтова, 32, кв. 41",1981-11-06,Wine_635
User_1340,+79398019669,"Иваново, ул. Мичурина, 24, кв. 22",2003-02-04,Wine_366
User_1432,+79977769601,"Кострома, ул. Московская, 60, кв. 18",1993-11-30,Wine_435
User_1306,+79392070368,"Кемерово, ул. Красная, 93, кв. 32",1991-07-15,Wine_140
User_269,+79243572531,"Брянск, ул. Толстого, 21, кв. 14",2001-02-04,Wine_401
User_567,+79086223817,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1991-03-08,Wine_94
